YEAR,MO,DY,HR,T2M
2001,2,14,23,14.5
2001,2,15,0,13.92
2001,2,15,1,13.24
2001,2,15,2,12.65
2001,2,15,3,11.41
2001,2,15,4,10.84
2001,2,15,5,10.26
2001,2,15,6,10.05
2001,2,15,7,12.8
2001,2,15,8,15.3
2001,2,15,9,19.05
2001,2,15,10,23.04
2001,2,15,11,25.57
2001,2,15,12,26.78
2001,2,15,13,27.31
2001,2,15,14,27.3
2001,2,15,15,26.69
2001,2,15,16,23.87
2001,2,15,17,19.52
2001,2,15,18,18.31
2001,2,15,19,18.11
2001,2,15,20,17.8
2001,2,15,21,16.44
2001,2,15,22,14.83
2001,2,15,23,13.74
2001,2,16,0,13.01
2001,2,16,1,12.23
2001,2,16,2,11.38
2001,2,16,3,10.73
2001,2,16,4,10.35
2001,2,16,5,10.15
2001,2,16,6,10.62
2001,2,16,7,14.15
2001,2,16,8,17.94
2001,2,16,9,22.76
2001,2,16,10,25.12
2001,2,16,11,26.65
2001,2,16,12,27.48
2001,2,16,13,28.31
2001,2,16,14,28.4
2001,2,16,15,27.71
2001,2,16,16,25.47
2001,2,16,17,22.59
2001,2,16,18,21.41
2001,2,16,19,20.84
2001,2,16,20,20.87
2001,2,16,21,20.88
2001,2,16,22,20.49
2001,2,16,23,19.65
2001,2,17,0,18.55
2001,2,17,1,16.87
2001,2,17,2,15.51
2001,2,17,3,15.01
2001,2,17,4,14.3
2001,2,17,5,14.94
2001,2,17,6,15.26
2001,2,17,7,16.87
2001,2,17,8,19.69
2001,2,17,9,24.7
2001,2,17,10,27.47
2001,2,17,11,28.6
2001,2,17,12,29.24
2001,2,17,13,29.39
2001,2,17,14,29.09
2001,2,17,15,28.26
2001,2,17,16,26.21
2001,2,17,17,23.44
2001,2,17,18,22.13
2001,2,17,19,21.02
2001,2,17,20,20.26
2001,2,17,21,19.6
2001,2,17,22,18.45
2001,2,17,23,17.14
2001,2,18,0,15.59
2001,2,18,1,14.38
2001,2,18,2,13.47
2001,2,18,3,12.8
2001,2,18,4,12.26
2001,2,18,5,11.79
2001,2,18,6,11.98
2001,2,18,7,16.09
2001,2,18,8,19.42
2001,2,18,9,24.94
2001,2,18,10,27.55
2001,2,18,11,28.68
2001,2,18,12,29.47
2001,2,18,13,29.79
2001,2,18,14,29.55
2001,2,18,15,28.7
2001,2,18,16,26.19
2001,2,18,17,20.9
2001,2,18,18,19.2
2001,2,18,19,18.19
2001,2,18,20,17.3
2001,2,18,21,16.47
2001,2,18,22,15.7
2001,2,18,23,15.08
2001,2,19,0,14.41
2001,2,19,1,13.79
2001,2,19,2,13.26
2001,2,19,3,12.65
2001,2,19,4,12.01
2001,2,19,5,11.43
2001,2,19,6,11.7
2001,2,19,7,14.8
2001,2,19,8,18.41
2001,2,19,9,24.34
2001,2,19,10,27.34
2001,2,19,11,28.68
2001,2,19,12,29.61
2001,2,19,13,30.02
2001,2,19,14,29.98
2001,2,19,15,29.22
2001,2,19,16,26.86
2001,2,19,17,22.87
2001,2,19,18,21.36
2001,2,19,19,19.99
2001,2,19,20,18.36
2001,2,19,21,17.12
2001,2,19,22,16.25
2001,2,19,23,16.01
2001,2,20,0,16.38
2001,2,20,1,16.51
2001,2,20,2,15.99
2001,2,20,3,14.42
2001,2,20,4,12.84
2001,2,20,5,12.08
2001,2,20,6,12.47
2001,2,20,7,16.05
2001,2,20,8,19.75
2001,2,20,9,25.64
2001,2,20,10,29.37
2001,2,20,11,30.98
2001,2,20,12,31.94
2001,2,20,13,32.31
2001,2,20,14,32
2001,2,20,15,31.08
2001,2,20,16,28.15
2001,2,20,17,24.5
2001,2,20,18,21.88
2001,2,20,19,20.1
2001,2,20,20,18.97
2001,2,20,21,18.44
2001,2,20,22,17.99
2001,2,20,23,17.19
2001,2,21,0,16.19
2001,2,21,1,15.31
2001,2,21,2,14.8
2001,2,21,3,14.75
2001,2,21,4,14.71
2001,2,21,5,15.05
2001,2,21,6,15.07
2001,2,21,7,16.53
2001,2,21,8,19.68
2001,2,21,9,24.42
2001,2,21,10,27.48
2001,2,21,11,28.52
2001,2,21,12,29.06
2001,2,21,13,29.12
2001,2,21,14,28.71
2001,2,21,15,27.81
2001,2,21,16,26.03
2001,2,21,17,21.37
2001,2,21,18,19.65
2001,2,21,19,18.58
2001,2,21,20,17.62
2001,2,21,21,16.8
2001,2,21,22,16.02
2001,2,21,23,15.32
2001,2,22,0,14.64
2001,2,22,1,14.07
2001,2,22,2,13.51
2001,2,22,3,13.1
2001,2,22,4,12.58
2001,2,22,5,12.84
2001,2,22,6,13.65
2001,2,22,7,16.59
2001,2,22,8,20.19
2001,2,22,9,25.66
2001,2,22,10,28.05
2001,2,22,11,29.39
2001,2,22,12,30.23
2001,2,22,13,31.16
2001,2,22,14,30.89
2001,2,22,15,30.04
2001,2,22,16,27.63
2001,2,22,17,22.19
2001,2,22,18,21.18
2001,2,22,19,21.37
2001,2,22,20,21.13
2001,2,22,21,20.2
2001,2,22,22,18.79
2001,2,22,23,17.73
2001,2,23,0,17
2001,2,23,1,16.28
2001,2,23,2,15.44
2001,2,23,3,14.8
2001,2,23,4,14.5
2001,2,23,5,15.41
2001,2,23,6,16.98
2001,2,23,7,18.14
2001,2,23,8,19.97
2001,2,23,9,23.77
2001,2,23,10,27.41
2001,2,23,11,29.23
2001,2,23,12,31.12
2001,2,23,13,31.9
2001,2,23,14,31.47
2001,2,23,15,30.85
2001,2,23,16,28.51
2001,2,23,17,25.55
2001,2,23,18,24.58
2001,2,23,19,23.68
2001,2,23,20,22.64
2001,2,23,21,21.62
2001,2,23,22,20.58
2001,2,23,23,19.86
2001,2,24,0,19.36
2001,2,24,1,18.98
2001,2,24,2,18.62
2001,2,24,3,18.44
2001,2,24,4,18.42
2001,2,24,5,17.9
2001,2,24,6,17.85
2001,2,24,7,18.92
2001,2,24,8,22.01
2001,2,24,9,26.17
2001,2,24,10,28.24
2001,2,24,11,29.29
2001,2,24,12,29.9
2001,2,24,13,29.8
2001,2,24,14,29.12
2001,2,24,15,28.23
2001,2,24,16,26.51
2001,2,24,17,23.51
2001,2,24,18,22.52
2001,2,24,19,21.54
2001,2,24,20,20.87
2001,2,24,21,20.5
2001,2,24,22,20.48
2001,2,24,23,20.29
2001,2,25,0,19.98
2001,2,25,1,19.56
2001,2,25,2,19.12
2001,2,25,3,18.71
2001,2,25,4,18.3
2001,2,25,5,17.85
2001,2,25,6,17.79
2001,2,25,7,18.3
2001,2,25,8,19.78
2001,2,25,9,21.95
2001,2,25,10,23.82
2001,2,25,11,25.04
2001,2,25,12,26.11
2001,2,25,13,27.23
2001,2,25,14,27.52
2001,2,25,15,27.01
2001,2,25,16,25.58
2001,2,25,17,22.33
2001,2,25,18,20.2
2001,2,25,19,19.03
2001,2,25,20,18.1
2001,2,25,21,17.28
2001,2,25,22,16.48
2001,2,25,23,15.69
2001,2,26,0,14.94
2001,2,26,1,14.26
2001,2,26,2,13.87
2001,2,26,3,13.68
2001,2,26,4,13.25
2001,2,26,5,12.82
2001,2,26,6,13.09
2001,2,26,7,15.27
2001,2,26,8,20.13
2001,2,26,9,23.15
2001,2,26,10,25.07
2001,2,26,11,26.33
2001,2,26,12,27.1
2001,2,26,13,27.4
2001,2,26,14,27.18
2001,2,26,15,26.3
2001,2,26,16,24.45
2001,2,26,17,19.26
2001,2,26,18,17.22
2001,2,26,19,16.13
2001,2,26,20,15.23
2001,2,26,21,14.54
2001,2,26,22,13.98
2001,2,26,23,13.5
2001,2,27,0,13.15
2001,2,27,1,12.76
2001,2,27,2,12.04
2001,2,27,3,11.3
2001,2,27,4,10.66
2001,2,27,5,10.17
2001,2,27,6,10.63
2001,2,27,7,15.02
2001,2,27,8,18.1
2001,2,27,9,22.58
2001,2,27,10,24.93
2001,2,27,11,25.15
2001,2,27,12,25.23
2001,2,27,13,26.67
2001,2,27,14,26.79
2001,2,27,15,25.72
2001,2,27,16,22.95
2001,2,27,17,21.61
2001,2,27,18,21.13
2001,2,27,19,19.13
2001,2,27,20,18
2001,2,27,21,16.84
2001,2,27,22,16.01
2001,2,27,23,15.26
2001,2,28,0,14.61
2001,2,28,1,13.97
2001,2,28,2,13.05
2001,2,28,3,12.01
2001,2,28,4,11.18
2001,2,28,5,10.84
2001,2,28,6,11.51
2001,2,28,7,14.79
2001,2,28,8,17.99
2001,2,28,9,23.68
2001,2,28,10,27.3
2001,2,28,11,28.47
2001,2,28,12,29.09
2001,2,28,13,29.3
2001,2,28,14,28.91
2001,2,28,15,27.85
2001,2,28,16,25.01
2001,2,28,17,19.93
2001,2,28,18,17.58
2001,2,28,19,16.22
2001,2,28,20,15.15
2001,2,28,21,14.23
2001,2,28,22,13.3
2001,2,28,23,12.28
2001,3,1,0,11.26
2001,3,1,1,10.33
2001,3,1,2,9.51
2001,3,1,3,8.91
2001,3,1,4,8.27
2001,3,1,5,7.77
2001,3,1,6,8.76
2001,3,1,7,13.83
2001,3,1,8,17.61
2001,3,1,9,23.46
2001,3,1,10,27.23
2001,3,1,11,28.56
2001,3,1,12,29.21
2001,3,1,13,29.31
2001,3,1,14,28.87
2001,3,1,15,27.83
2001,3,1,16,25.55
2001,3,1,17,19.49
2001,3,1,18,17.3
2001,3,1,19,16.2
2001,3,1,20,15.2
2001,3,1,21,14.3
2001,3,1,22,13.45
2001,3,1,23,12.64
2001,3,2,0,11.88
2001,3,2,1,11.19
2001,3,2,2,10.54
2001,3,2,3,9.9
2001,3,2,4,9.25
2001,3,2,5,8.58
2001,3,2,6,9.25
2001,3,2,7,12.45
2001,3,2,8,17.01
2001,3,2,9,23.84
2001,3,2,10,27.22
2001,3,2,11,28.55
2001,3,2,12,29.37
2001,3,2,13,29.68
2001,3,2,14,29.36
2001,3,2,15,28.26
2001,3,2,16,25.55
2001,3,2,17,19.99
2001,3,2,18,18.05
2001,3,2,19,16.8
2001,3,2,20,15.68
2001,3,2,21,14.67
2001,3,2,22,13.72
2001,3,2,23,12.91
2001,3,3,0,12.07
2001,3,3,1,11.32
2001,3,3,2,10.62
2001,3,3,3,10.01
2001,3,3,4,9.41
2001,3,3,5,8.89
2001,3,3,6,9.75
2001,3,3,7,14.83
2001,3,3,8,18.48
2001,3,3,9,24.19
2001,3,3,10,27.4
2001,3,3,11,28.58
2001,3,3,12,29.3
2001,3,3,13,29.52
2001,3,3,14,29.26
2001,3,3,15,28.44
2001,3,3,16,25.96
2001,3,3,17,21.03
2001,3,3,18,19.03
2001,3,3,19,18.02
2001,3,3,20,17.23
2001,3,3,21,16.55
2001,3,3,22,16
2001,3,3,23,15.4
2001,3,4,0,14.83
2001,3,4,1,14.23
2001,3,4,2,13.67
2001,3,4,3,13.12
2001,3,4,4,12.68
2001,3,4,5,12.29
2001,3,4,6,12.67
2001,3,4,7,15.19
2001,3,4,8,17.71
2001,3,4,9,22.72
2001,3,4,10,25.59
2001,3,4,11,27.01
2001,3,4,12,28.06
2001,3,4,13,28.63
2001,3,4,14,28.67
2001,3,4,15,28.21
2001,3,4,16,26.09
2001,3,4,17,22.52
2001,3,4,18,20.19
2001,3,4,19,17.87
2001,3,4,20,16.09
2001,3,4,21,14.89
2001,3,4,22,13.94
2001,3,4,23,13.15
2001,3,5,0,12.46
2001,3,5,1,11.8
2001,3,5,2,11.08
2001,3,5,3,10.26
2001,3,5,4,9.44
2001,3,5,5,8.61
2001,3,5,6,9.41
2001,3,5,7,13.12
2001,3,5,8,16.93
2001,3,5,9,23.16
2001,3,5,10,25.87
2001,3,5,11,27.4
2001,3,5,12,28.44
2001,3,5,13,28.94
2001,3,5,14,28.96
2001,3,5,15,28.33
2001,3,5,16,26.33
2001,3,5,17,20.51
2001,3,5,18,18.4
2001,3,5,19,17.4
2001,3,5,20,16.47
2001,3,5,21,15.58
2001,3,5,22,14.73
2001,3,5,23,13.99
2001,3,6,0,13.4
2001,3,6,1,12.78
2001,3,6,2,12.09
2001,3,6,3,11.34
2001,3,6,4,10.61
2001,3,6,5,9.9
2001,3,6,6,10.9
2001,3,6,7,15.67
2001,3,6,8,19.47
2001,3,6,9,25.37
2001,3,6,10,29.37
2001,3,6,11,30.83
2001,3,6,12,31.64
2001,3,6,13,31.85
2001,3,6,14,31.4
2001,3,6,15,30.56
2001,3,6,16,28.13
2001,3,6,17,22.22
2001,3,6,18,20.36
2001,3,6,19,20.05
2001,3,6,20,19.7
2001,3,6,21,19.36
2001,3,6,22,19.16
2001,3,6,23,18.95
2001,3,7,0,18.51
2001,3,7,1,17.96
2001,3,7,2,17.45
2001,3,7,3,16.94
2001,3,7,4,16.34
2001,3,7,5,15.64
2001,3,7,6,15.67
2001,3,7,7,18.95
2001,3,7,8,22.01
2001,3,7,9,27.44
2001,3,7,10,30.32
2001,3,7,11,31.76
2001,3,7,12,32.56
2001,3,7,13,32.84
2001,3,7,14,32.55
2001,3,7,15,31.66
2001,3,7,16,29.53
2001,3,7,17,25.8
2001,3,7,18,24.15
2001,3,7,19,23.15
2001,3,7,20,22.24
2001,3,7,21,21.54
2001,3,7,22,21.46
2001,3,7,23,21.22
2001,3,8,0,20.63
2001,3,8,1,19.98
2001,3,8,2,19.48
2001,3,8,3,18.63
2001,3,8,4,17.3
2001,3,8,5,15.17
2001,3,8,6,15.14
2001,3,8,7,18.91
2001,3,8,8,22.68
2001,3,8,9,28.66
2001,3,8,10,31.82
2001,3,8,11,33.15
2001,3,8,12,33.87
2001,3,8,13,34.08
2001,3,8,14,33.69
2001,3,8,15,32.69
2001,3,8,16,30.39
2001,3,8,17,25.16
2001,3,8,18,22.94
2001,3,8,19,21.73
2001,3,8,20,20.93
2001,3,8,21,20.44
2001,3,8,22,20.15
2001,3,8,23,19.87
2001,3,9,0,19.1
2001,3,9,1,19.02
2001,3,9,2,18.93
2001,3,9,3,18.24
2001,3,9,4,17.62
2001,3,9,5,17.1
2001,3,9,6,16.85
2001,3,9,7,19.15
2001,3,9,8,22.59
2001,3,9,9,27.97
2001,3,9,10,30.79
2001,3,9,11,31.9
2001,3,9,12,32.52
2001,3,9,13,32.7
2001,3,9,14,32.41
2001,3,9,15,31.52
2001,3,9,16,29.62
2001,3,9,17,23.94
2001,3,9,18,21.57
2001,3,9,19,20.48
2001,3,9,20,19.59
2001,3,9,21,18.94
2001,3,9,22,18.48
2001,3,9,23,18.08
2001,3,10,0,17.62
2001,3,10,1,17.08
2001,3,10,2,16.48
2001,3,10,3,15.87
2001,3,10,4,15.37
2001,3,10,5,14.91
2001,3,10,6,15.37
2001,3,10,7,18.84
2001,3,10,8,22.42
2001,3,10,9,28.7
2001,3,10,10,31.28
2001,3,10,11,32.4
2001,3,10,12,33.05
2001,3,10,13,33.24
2001,3,10,14,32.96
2001,3,10,15,32.13
2001,3,10,16,30.33
2001,3,10,17,24.37
2001,3,10,18,21.94
2001,3,10,19,20.94
2001,3,10,20,20.15
2001,3,10,21,19.58
2001,3,10,22,19.27
2001,3,10,23,19.18
2001,3,11,0,19.08
2001,3,11,1,18.87
2001,3,11,2,18.36
2001,3,11,3,17.62
2001,3,11,4,16.83
2001,3,11,5,16.06
2001,3,11,6,16.3
2001,3,11,7,20.03
2001,3,11,8,23.78
2001,3,11,9,30.33
2001,3,11,10,32.63
2001,3,11,11,33.75
2001,3,11,12,34.38
2001,3,11,13,34.55
2001,3,11,14,34.18
2001,3,11,15,33.28
2001,3,11,16,31.29
2001,3,11,17,26.05
2001,3,11,18,24.76
2001,3,11,19,24.48
2001,3,11,20,23.52
2001,3,11,21,24.01
2001,3,11,22,23.58
2001,3,11,23,22.73
2001,3,12,0,21.8
2001,3,12,1,20.8
2001,3,12,2,19.69
2001,3,12,3,18.52
2001,3,12,4,16.62
2001,3,12,5,15.73
2001,3,12,6,15.7
2001,3,12,7,20.06
2001,3,12,8,23.98
2001,3,12,9,29.56
2001,3,12,10,32.33
2001,3,12,11,33.9
2001,3,12,12,34.82
2001,3,12,13,35.15
2001,3,12,14,35.04
2001,3,12,15,34.29
2001,3,12,16,32.58
2001,3,12,17,30.61
2001,3,12,18,28.15
2001,3,12,19,26.07
2001,3,12,20,24.31
2001,3,12,21,22.83
2001,3,12,22,21.97
2001,3,12,23,21.18
2001,3,13,0,20.07
2001,3,13,1,19.12
2001,3,13,2,18.22
2001,3,13,3,17.23
2001,3,13,4,16.62
2001,3,13,5,16.08
2001,3,13,6,17.44
2001,3,13,7,20.4
2001,3,13,8,24.12
2001,3,13,9,28.39
2001,3,13,10,32.21
2001,3,13,11,34.09
2001,3,13,12,35.19
2001,3,13,13,35.62
2001,3,13,14,35.4
2001,3,13,15,34.6
2001,3,13,16,32.98
2001,3,13,17,28.31
2001,3,13,18,26.62
2001,3,13,19,25.27
2001,3,13,20,25.01
2001,3,13,21,23.98
2001,3,13,22,22.35
2001,3,13,23,21.33
2001,3,14,0,19.59
2001,3,14,1,18.58
2001,3,14,2,17.99
2001,3,14,3,18
2001,3,14,4,17.58
2001,3,14,5,17.11
2001,3,14,6,18.3
2001,3,14,7,21.26
2001,3,14,8,26.05
2001,3,14,9,29.1
2001,3,14,10,30.95
2001,3,14,11,32.17
2001,3,14,12,32.99
2001,3,14,13,33.31
2001,3,14,14,33.33
2001,3,14,15,32.87
2001,3,14,16,31.7
2001,3,14,17,29.6
2001,3,14,18,26.74
2001,3,14,19,23.46
2001,3,14,20,21.89
2001,3,14,21,21.05
2001,3,14,22,20.38
2001,3,14,23,20.17
2001,3,15,0,19.69
2001,3,15,1,18.93
2001,3,15,2,18.22
2001,3,15,3,17.89
2001,3,15,4,17.58
2001,3,15,5,17.27
2001,3,15,6,18.07
2001,3,15,7,20.62
2001,3,15,8,25.47
2001,3,15,9,29.35
2001,3,15,10,31.76
2001,3,15,11,33.44
2001,3,15,12,34.44
2001,3,15,13,34.9
2001,3,15,14,34.8
2001,3,15,15,34.14
2001,3,15,16,32.89
2001,3,15,17,29.35
2001,3,15,18,26.81
2001,3,15,19,24.96
2001,3,15,20,23.65
2001,3,15,21,22.69
2001,3,15,22,21.88
2001,3,15,23,21.19
2001,3,16,0,20.51
2001,3,16,1,19.76
2001,3,16,2,19.02
2001,3,16,3,18.15
2001,3,16,4,17.12
2001,3,16,5,16.27
2001,3,16,6,17.83
2001,3,16,7,21.15
2001,3,16,8,25.92
2001,3,16,9,29.83
2001,3,16,10,31.51
2001,3,16,11,32.66
2001,3,16,12,33.37
2001,3,16,13,33.57
2001,3,16,14,33.18
2001,3,16,15,32.28
2001,3,16,16,30.78
2001,3,16,17,25.94
2001,3,16,18,22.32
2001,3,16,19,21.12
2001,3,16,20,20.04
2001,3,16,21,19.11
2001,3,16,22,18.24
2001,3,16,23,17.46
2001,3,17,0,16.77
2001,3,17,1,16.16
2001,3,17,2,15.58
2001,3,17,3,15
2001,3,17,4,14.44
2001,3,17,5,13.89
2001,3,17,6,15.86
2001,3,17,7,19.57
2001,3,17,8,24.26
2001,3,17,9,29.57
2001,3,17,10,31.51
2001,3,17,11,32.87
2001,3,17,12,33.76
2001,3,17,13,34.15
2001,3,17,14,34.03
2001,3,17,15,33.37
2001,3,17,16,31.98
2001,3,17,17,27.05
2001,3,17,18,23.62
2001,3,17,19,22.53
2001,3,17,20,21.52
2001,3,17,21,20.57
2001,3,17,22,19.68
2001,3,17,23,18.83
2001,3,18,0,18
2001,3,18,1,17.18
2001,3,18,2,16.38
2001,3,18,3,15.79
2001,3,18,4,15.73
2001,3,18,5,16.12
2001,3,18,6,17.6
2001,3,18,7,21.28
2001,3,18,8,25.56
2001,3,18,9,31.64
2001,3,18,10,33.83
2001,3,18,11,35.05
2001,3,18,12,35.75
2001,3,18,13,36.02
2001,3,18,14,35.91
2001,3,18,15,35.25
2001,3,18,16,33.86
2001,3,18,17,28.57
2001,3,18,18,25.65
2001,3,18,19,24.93
2001,3,18,20,23.98
2001,3,18,21,22.91
2001,3,18,22,22.31
2001,3,18,23,22.12
2001,3,19,0,21.53
2001,3,19,1,20.46
2001,3,19,2,19.4
2001,3,19,3,18.63
2001,3,19,4,18.1
2001,3,19,5,17.8
2001,3,19,6,19.65
2001,3,19,7,23.85
2001,3,19,8,26.65
2001,3,19,9,32.25
2001,3,19,10,35.72
2001,3,19,11,35.55
2001,3,19,12,34.94
2001,3,19,13,34.73
2001,3,19,14,34.56
2001,3,19,15,34.83
2001,3,19,16,33.78
2001,3,19,17,30.13
2001,3,19,18,29.46
2001,3,19,19,30.26
2001,3,19,20,29.69
2001,3,19,21,27.82
2001,3,19,22,26.23
2001,3,19,23,24.73
2001,3,20,0,23.97
2001,3,20,1,23.25
2001,3,20,2,22.45
2001,3,20,3,21.65
2001,3,20,4,20.58
2001,3,20,5,19.24
2001,3,20,6,20.33
2001,3,20,7,24.01
2001,3,20,8,27.87
2001,3,20,9,31.36
2001,3,20,10,33.48
2001,3,20,11,34.15
2001,3,20,12,34.72
2001,3,20,13,36.37
2001,3,20,14,36.51
2001,3,20,15,35.76
2001,3,20,16,34.33
2001,3,20,17,29.73
2001,3,20,18,27.29
2001,3,20,19,26.3
2001,3,20,20,24.9
2001,3,20,21,24.04
2001,3,20,22,23.76
2001,3,20,23,23.51
2001,3,21,0,22.59
2001,3,21,1,21.4
2001,3,21,2,20.46
2001,3,21,3,19.83
2001,3,21,4,19.2
2001,3,21,5,19.11
2001,3,21,6,20.34
2001,3,21,7,22.62
2001,3,21,8,27.04
2001,3,21,9,30.13
2001,3,21,10,31.47
2001,3,21,11,31.55
2001,3,21,12,32.48
2001,3,21,13,32.9
2001,3,21,14,32.52
2001,3,21,15,31.58
2001,3,21,16,29.76
2001,3,21,17,27.05
2001,3,21,18,25.73
2001,3,21,19,25.19
2001,3,21,20,24.12
2001,3,21,21,22.7
2001,3,21,22,21.4
2001,3,21,23,20.33
2001,3,22,0,19.24
2001,3,22,1,18.32
2001,3,22,2,17.77
2001,3,22,3,17.26
2001,3,22,4,16.62
2001,3,22,5,15.98
2001,3,22,6,18.24
2001,3,22,7,21.53
2001,3,22,8,26.49
2001,3,22,9,29.77
2001,3,22,10,31.62
2001,3,22,11,32.95
2001,3,22,12,33.71
2001,3,22,13,33.94
2001,3,22,14,33.62
2001,3,22,15,32.79
2001,3,22,16,31.42
2001,3,22,17,27.63
2001,3,22,18,24.16
2001,3,22,19,23.05
2001,3,22,20,22.01
2001,3,22,21,21.08
2001,3,22,22,20.17
2001,3,22,23,19.27
2001,3,23,0,18.4
2001,3,23,1,17.57
2001,3,23,2,16.74
2001,3,23,3,16.01
2001,3,23,4,15.45
2001,3,23,5,15.11
2001,3,23,6,17.77
2001,3,23,7,22.28
2001,3,23,8,27.18
2001,3,23,9,31.11
2001,3,23,10,32.6
2001,3,23,11,33.6
2001,3,23,12,34.26
2001,3,23,13,34.46
2001,3,23,14,34.23
2001,3,23,15,33.48
2001,3,23,16,32.13
2001,3,23,17,27.79
2001,3,23,18,23.91
2001,3,23,19,22.75
2001,3,23,20,21.66
2001,3,23,21,20.67
2001,3,23,22,19.78
2001,3,23,23,18.98
2001,3,24,0,18.23
2001,3,24,1,17.58
2001,3,24,2,17.33
2001,3,24,3,16.8
2001,3,24,4,15.9
2001,3,24,5,16.05
2001,3,24,6,18.24
2001,3,24,7,22.12
2001,3,24,8,26.63
2001,3,24,9,30.51
2001,3,24,10,32.05
2001,3,24,11,32.28
2001,3,24,12,32.44
2001,3,24,13,32.69
2001,3,24,14,32.12
2001,3,24,15,31.36
2001,3,24,16,30.35
2001,3,24,17,26.9
2001,3,24,18,24.71
2001,3,24,19,23.47
2001,3,24,20,21.4
2001,3,24,21,20.33
2001,3,24,22,19.51
2001,3,24,23,18.83
2001,3,25,0,18.33
2001,3,25,1,17.96
2001,3,25,2,17.62
2001,3,25,3,17.22
2001,3,25,4,16.71
2001,3,25,5,16.14
2001,3,25,6,18.69
2001,3,25,7,22.39
2001,3,25,8,27.63
2001,3,25,9,32.69
2001,3,25,10,34.31
2001,3,25,11,35.23
2001,3,25,12,35.8
2001,3,25,13,35.94
2001,3,25,14,35.69
2001,3,25,15,34.93
2001,3,25,16,33.58
2001,3,25,17,29.73
2001,3,25,18,25.98
2001,3,25,19,24.88
2001,3,25,20,23.98
2001,3,25,21,23.12
2001,3,25,22,22.16
2001,3,25,23,21.18
2001,3,26,0,20.21
2001,3,26,1,19.35
2001,3,26,2,18.58
2001,3,26,3,17.95
2001,3,26,4,17.52
2001,3,26,5,17.32
2001,3,26,6,19.62
2001,3,26,7,23.41
2001,3,26,8,28.25
2001,3,26,9,33
2001,3,26,10,34.72
2001,3,26,11,35.87
2001,3,26,12,36.55
2001,3,26,13,36.73
2001,3,26,14,36.51
2001,3,26,15,35.77
2001,3,26,16,34.4
2001,3,26,17,30.33
2001,3,26,18,26.26
2001,3,26,19,25.09
2001,3,26,20,24.05
2001,3,26,21,23.12
2001,3,26,22,22.27
2001,3,26,23,21.48
2001,3,27,0,20.69
2001,3,27,1,19.89
2001,3,27,2,19.15
2001,3,27,3,18.47
2001,3,27,4,17.77
2001,3,27,5,17.15
2001,3,27,6,19.98
2001,3,27,7,23.77
2001,3,27,8,29.07
2001,3,27,9,34.14
2001,3,27,10,35.9
2001,3,27,11,37.08
2001,3,27,12,37.81
2001,3,27,13,37.81
2001,3,27,14,37.36
2001,3,27,15,36.53
2001,3,27,16,35.03
2001,3,27,17,30.58
2001,3,27,18,28.23
2001,3,27,19,27.6
2001,3,27,20,27.07
2001,3,27,21,26.34
2001,3,27,22,25.35
2001,3,27,23,24.68
2001,3,28,0,24.16
2001,3,28,1,23.51
2001,3,28,2,22.86
2001,3,28,3,23.01
2001,3,28,4,23.35
2001,3,28,5,23.73
2001,3,28,6,23.9
2001,3,28,7,25.96
2001,3,28,8,28.55
2001,3,28,9,31.39
2001,3,28,10,33.38
2001,3,28,11,34.23
2001,3,28,12,34.92
2001,3,28,13,35.83
2001,3,28,14,36.71
2001,3,28,15,36.64
2001,3,28,16,35.46
2001,3,28,17,32.84
2001,3,28,18,31.14
2001,3,28,19,30.86
2001,3,28,20,29.93
2001,3,28,21,27.4
2001,3,28,22,25.45
2001,3,28,23,24.13
2001,3,29,0,22.99
2001,3,29,1,21.9
2001,3,29,2,20.82
2001,3,29,3,19.73
2001,3,29,4,18.91
2001,3,29,5,18.3
2001,3,29,6,20.33
2001,3,29,7,23.28
2001,3,29,8,28.55
2001,3,29,9,31.38
2001,3,29,10,32.87
2001,3,29,11,33.94
2001,3,29,12,34.94
2001,3,29,13,35.48
2001,3,29,14,35.43
2001,3,29,15,35.02
2001,3,29,16,33.94
2001,3,29,17,30.45
2001,3,29,18,28.48
2001,3,29,19,28.44
2001,3,29,20,27.7
2001,3,29,21,26.88
2001,3,29,22,25.55
2001,3,29,23,24.24
2001,3,30,0,23.1
2001,3,30,1,21.88
2001,3,30,2,20.91
2001,3,30,3,20.01
2001,3,30,4,19.33
2001,3,30,5,18.79
2001,3,30,6,20.72
2001,3,30,7,23.57
2001,3,30,8,28.38
2001,3,30,9,31.21
2001,3,30,10,32.61
2001,3,30,11,33.57
2001,3,30,12,34.03
2001,3,30,13,34.08
2001,3,30,14,33.76
2001,3,30,15,32.98
2001,3,30,16,31.7
2001,3,30,17,28.37
2001,3,30,18,24.87
2001,3,30,19,24.05
2001,3,30,20,23.5
2001,3,30,21,22.95
2001,3,30,22,22.3
2001,3,30,23,21.84
2001,3,31,0,21.42
2001,3,31,1,20.48
2001,3,31,2,19.37
2001,3,31,3,18.53
2001,3,31,4,17.98
2001,3,31,5,17.44
2001,3,31,6,19.73
2001,3,31,7,22.89
2001,3,31,8,26.94
2001,3,31,9,28.88
2001,3,31,10,30.43
2001,3,31,11,31.69
2001,3,31,12,32.51
2001,3,31,13,32.83
2001,3,31,14,32.71
2001,3,31,15,32
2001,3,31,16,30.76
2001,3,31,17,27.58
2001,3,31,18,24.23
