,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,biLSTM_predicted,gRU_biLSTM_1fea_predicted,sEQ2SEQ_predicted,cNN_biLSTM_1fea-Copy1_predicted,vANILLA_LSTM_predicted,sTACKED_LSTM_predicted
29,30.120003,47.29208040975932,36.16828201368909,37.9864328393037,31.13373058001176,30.122508819192674,32.20573184290519,14.334589882936314,33.1407642822992,38.15130814333998
30,27.38,46.09804458933032,32.75723205046771,36.93006185097346,27.64054215398915,28.012698896857863,31.32897831360423,12.935728337273645,31.49605816976508,37.73994816497608
31,25.48,44.93166644998413,30.47376955728066,35.93366727787218,25.57579012772033,26.45993205599877,30.96219122983893,12.044610576201032,30.55480574401961,37.5426879902299
32,25.73,44.4511811650743,30.620117175390032,35.59568424229445,26.27903910609741,25.63249120836423,31.629883931806905,11.933313762192206,31.70458360586781,37.4370301056197
33,30.72,44.3984671744157,32.10564517644979,35.79674569477543,26.188797339558302,25.2400651833902,31.99849764447542,12.423272322517317,32.25646803537204,37.360522698816645
34,30.300001,43.85741969328381,32.54733349332739,35.45848236614186,23.638231310958574,25.07507335302733,30.914078454400315,12.65994988925078,30.20712267909378,37.3243869401348
35,23.5,42.4688132517006,31.473496153450213,34.09371658110577,20.74190647650174,24.997762859378906,29.709693836426563,12.578945196113612,27.016499584087622,37.28286892490882
36,18.0,40.76896814117086,30.39991076238727,32.449227774423925,20.465206840626823,25.220887154586546,29.14292553072132,12.52370935529251,25.113783713654666,37.18743386343626
37,18.23,39.27171192280839,30.24520159300543,31.253299188527983,21.424580684836243,25.32776856562588,28.981829458898584,12.646084831067336,24.38304239560412,36.91369777548881
38,19.57,38.32086654596088,30.49111623314084,30.677315854942044,22.79093847144229,25.18361290220036,29.12901165745512,12.700919915805793,24.651459214211016,36.44411872487524
39,21.7,38.26603933462287,31.406439976541204,30.825455458992675,25.61080156481865,25.20371684289633,29.749243501541315,12.661349779849882,26.358281732215023,35.8952639798622
40,26.17,39.37783276336475,33.54489962841487,31.88724964554936,28.984093848866536,25.076359866660027,31.0592387637226,12.931331830465217,29.58604680647989,35.23964907417668
41,32.48,40.74366618150117,34.85817652390158,33.15804482159564,29.393274469987286,24.96058151311797,31.565772406664284,13.207830694628786,30.75754580547544,34.63692767267991
