,Actual,Gru_predicted,cNN_1Fea_predicted,cNN_LSTM_1fea_predicted,cNN_biLSTM_1fea-Copy1_predicted,biLSTM_predicted,vANILLA_LSTM_predicted,sEQ2SEQ_predicted,gRU_biLSTM_1fea_predicted,sTACKED_LSTM_predicted
626,68.75484,81.29671738684549,61.51219939713358,65.35541738513159,82.3581888590133,73.19652985503896,83.30366909155228,85.63667095925302,70.78491002987671,97.51825606621874
627,68.75484,78.11594494757992,61.74114211586197,65.355395877392,80.65757188933954,67.72065935448329,77.59458300133561,79.18346726382009,68.92897850335034,98.01861212012656
628,59.66,74.11534049048176,61.752096724561696,65.35482233766949,79.06260093655004,61.82811941477889,70.19539005685996,70.82157355663745,67.09864118694045,98.45113993260236
629,48.98,68.40358027130894,61.187941545772446,65.35396919733228,76.16428964136853,51.05860632199842,57.36082568548358,56.3846108930652,64.61377316996861,98.42687203309414
630,25.98,62.31674658136159,60.077801643527366,65.35357488877307,72.71336565431305,48.00213786371464,50.56484955952261,49.06471698447152,61.73635305917911,97.59129634987896
631,29.49,57.06708731660592,58.73279722491909,65.35431332116578,70.87213825242223,49.45921911334568,47.53054482689014,46.12987120896685,59.11866758096964,96.070139959375
632,33.22,54.373271609481286,57.15943438117473,65.35523098472177,71.00522814502803,59.47829132546934,52.59934192477915,51.66683085921515,57.41034367127481,93.76088263618573
633,53.31,56.899348455514655,55.77885257665521,65.35688708067049,74.38261717041266,84.47812071980579,71.42979092460764,74.0268863267794,58.03578873865957,90.86434931414396
634,100.13,63.32626969316409,55.14396919621208,65.35832809922327,81.25190242677876,99.3555403825174,87.1064883753468,92.19298992754467,59.11392153976596,86.81908762040274
635,110.17,72.68387137408355,55.154464973133805,65.35846431490737,89.19042344930598,114.75857335466632,104.9073045268527,112.74025839420752,61.93124185688414,83.12308294067707
636,132.62,83.24946241852963,55.75724805223334,65.35840696093511,97.215663677875,124.9482879727264,119.59927012029436,129.09271468448762,66.0949825188005,80.1972847542948
637,141.31,92.95068608569107,56.72574873538412,65.35719535827133,104.2073423110223,127.38806859826332,127.79628549575172,137.54593025398512,70.7997790471825,78.29853131823737
638,137.49,100.58300858886936,57.64620471290584,65.35616298677084,108.9146695834298,126.47400400402418,131.4758295854417,141.06515565274364,75.75362803081298,77.72334983828308
639,132.95,107.40213779650296,58.72425148305386,65.3565214490974,112.95076898010412,132.99765988511953,140.49596049364294,150.44202826833907,81.08185506830444,78.19705063358776
640,151.39,114.09754731674704,60.336625781797935,65.35700895786152,118.23800226592998,140.46296762110623,149.88301343931272,160.30415850464752,86.86481307477894,79.6888274518067
641,161.7,120.27601114661007,62.283725031838735,65.35636372567372,123.7243972203935,144.6330458969562,155.91358288248296,166.55135390100548,92.68009004461624,81.99541064603984
642,161.88,125.36591092166375,64.26915465845877,65.35550341608996,127.81400787317692,145.73424216415356,158.91786997988913,169.5187337172689,97.9053451941796,84.75701157911729
643,159.38,128.45078035008103,66.06744544287405,65.35474347595765,129.64863239901248,141.53518579382435,156.65575762188922,166.7797804339836,102.02627111581144,87.8826596818042
644,147.43,128.70323819743186,67.3466039167162,65.35402655130453,128.3032946104405,132.17292410265958,148.88164176081622,158.07598535972647,104.50965509875132,91.22845383772568
645,129.26,126.33274117037276,68.01259107323509,65.3539763665788,123.7455608361537,122.3181781902783,139.7040741987891,147.90088883534358,105.20218280592884,94.59012787471384
646,116.89,122.54796688009738,68.40689246320636,65.35480799917643,117.87181149160767,115.59946144956116,132.96889686803624,140.41883373945996,104.38988566620056,97.79884603695814
647,114.04,119.06169850764292,69.07087939994302,65.35599809410061,113.31265820650768,114.10812195538062,131.36938061294595,138.61791901081426,102.78929402413056,100.80862477720726
648,121.53,116.59243794036956,70.19382716111616,65.35675803423293,110.78938453586802,114.23866676546784,131.31206965617525,138.60607541554464,101.3232691394518,103.95442563189349
649,124.47001,113.90349015163964,71.47998998881934,65.35616298677084,108.30075266446728,107.47618894392406,125.23134416427251,131.97899598398973,99.51514931804223,107.0686459556096
650,107.72,109.40374124329746,72.45192474105858,65.35508759979115,103.51565340568897,93.34933920830684,112.65093675167488,117.80136647519176,96.44323471810692,109.80207174981928
